time,193830_acc_x,193830_acc_y,193830_acc_z,193830_gyro_x,193830_gyro_y,193830_gyro_z,sync_23
0.0,-0.8803768404338508,0.01628525020412635,-9.761840551936626,0.004456916358321905,-0.004031181801110506,0.0008948856848292053,0
0.000368,-0.8818952821727841,0.0172844424254843,-9.76396002830863,0.0012674338649958372,-0.0036706579849123955,0.0038639744743704796,0
0.005325,-0.881358398817107,0.012003383050288538,-9.762772279828786,0.00036208698293194175,-0.00596205797046423,0.001992158591747284,0
0.010323,-0.881878915559873,0.01730156823186553,-9.756170105084776,-0.0011983737349510193,-0.0014902479015290737,0.0017494407948106527,0
0.015336,-0.880358208798617,0.018383890425722346,-9.761861010202765,-0.001954389037564397,0.0008224420016631484,-3.102439222857356e-05,0
0.020394,-0.880358208798617,0.018383890425722346,-9.761861010202765,-0.001954389037564397,0.0008224420016631484,-3.102439222857356e-05,0
0.025404,-0.8813316569406539,0.01301753766204929,-9.745084062924981,-0.002073858864605427,-0.0006766122533008456,0.0018659334164112806,0
0.0303,-0.8774290965441613,0.016926429617917165,-9.7543721157521,0.0013746879994869232,0.0005018188385292888,0.004460875876247883,0
0.035268,-0.8816434993688017,0.01747112867058022,-9.753311793044208,-0.002188103972002864,-0.0013244800502434373,0.006582136731594801,0
0.04023,-0.8830313735306262,0.021577602724893948,-9.753716282191872,-0.0021931740920990705,-0.002771231345832348,0.004017825238406658,0
0.045257,-0.882342660614103,0.01992549726946745,-9.761381117731332,-0.0011811916483566165,-0.0015564975328743458,0.001985536888241768,0
0.050251,-0.8854652496140449,0.02281046898809727,-9.750617147132754,-0.0025395592674613,0.0013607629807665944,0.0017477769870311022,0
0.05526,-0.8867460832048207,0.024318293434893713,-9.763357386240363,0.0015566892689093947,-0.00010657776147127151,0.0038814563304185867,0
0.060257,-0.8906892678726464,0.023349153858504723,-9.76172014042735,3.6526937037706375e-05,-0.002532689133659005,0.008005843497812748,0
0.065238,-0.8885311399906873,0.02717180600275751,-9.764064657726884,-0.00010740198194980621,-0.000973578542470932,0.006102750077843666,0
0.070219,-0.8915182660426944,0.027306988106190692,-9.764438167214394,0.00034857046557590365,-0.002921305363997817,0.005537370685487986,0
0.075256,-0.8963323883261531,0.031195777988946065,-9.752892690849304,-0.0020900066010653973,-0.002147795632481575,0.0028045251965522766,0
0.080251,-0.8914549915481358,0.03164691472335253,-9.756904849100112,-0.002914279233664274,-0.0004346785135567188,0.005124361254274845,0
0.085228,-0.8925931287325918,0.03938535892171785,-9.755258835458754,-0.00033211568370461464,-0.0031752530485391617,0.004618634469807148,0
