time,193830_acc_x,193830_acc_y,193830_acc_z,193830_gyro_x,193830_gyro_y,193830_gyro_z,sync_23
0.0,-0.8759399539649486,0.029600622318568637,-9.765752172422408,0.001435550395399332,-0.0013544773682951927,0.0006294823251664639,0
0.001541,-0.8759399539649486,0.029600622318568637,-9.765752172422408,0.001435550395399332,-0.0013544773682951927,0.0006294823251664639,0
0.006518,-0.8759399539649486,0.029600622318568637,-9.765752172422408,0.001435550395399332,-0.0013544773682951927,0.0006294823251664639,0
0.011666,-0.8867003443669528,0.036186286602483596,-9.754521168833971,0.0009101640898734331,-0.002301295753568411,0.001081367488950491,0
0.016479,-0.8868451596651226,0.038081496081803924,-9.758136436721681,0.0025379699654877186,-0.0021999506279826164,0.0006871840450912714,0
0.021674,-0.8868451596651226,0.038081496081803924,-9.758136436721681,0.0025379699654877186,-0.0021999506279826164,0.0006871840450912714,0
0.026494,-0.8863579606700688,0.049534567755972966,-9.759895847609638,0.00041112411417998374,-0.005864806938916445,0.0027497955597937107,0
0.031455,-0.8874535738870502,0.04456367030849214,-9.765297414392233,-0.001276311231777072,-0.0018920835573226213,0.0034172707237303257,0
0.036504,-0.8874535738870502,0.04456367030849214,-9.765297414392233,-0.001276311231777072,-0.0018920835573226213,0.0034172707237303257,0
0.041438,-0.8886573236536234,0.04881782975478563,-9.763739663556217,-0.0010964798275381327,-0.0025682372506707907,0.005263941362500191,0
0.04641,-0.8856185404796153,0.04509240689033177,-9.760922852569818,0.00035517814103513956,-0.000973923597484827,0.0016190684400498867,0
0.051386,-0.8852752799998969,0.04914922170019708,-9.760395029303432,0.001450561685487628,-0.001202002284117043,0.003226886037737131,0
0.056398,-0.8838307802800088,0.037613976751465814,-9.756227388229966,-0.0006560067413374782,-0.0005028072046115994,0.0013824524357914925,0
0.061454,-0.8843752624202519,0.04330951466208789,-9.748072138825059,0.0004986522253602743,0.0017567160539329052,0.0034720359835773706,0
0.066369,-0.8785876189295202,0.046421011445857585,-9.750283969655632,-0.0028929640538990498,0.0013653184287250042,0.00452516321092844,0
0.071383,-0.879823079008609,0.0367168794979807,-9.754332952785491,-0.0002763645607046783,-0.002055457094684243,0.004878954961895943,0
0.076423,-0.8804865113534033,0.030707409950112924,-9.756846981433034,0.001070419093593955,-0.00040016690036281943,0.0033954251557588577,0
0.081397,-0.8766489790171385,0.02642169088835362,-9.760547589516639,0.0008643477922305465,-0.0006180473137646914,0.004224907606840134,0
0.086375,-0.878158141471073,0.027873092989774886,-9.760037301906943,-0.002337498590350151,-0.0013139250222593546,-0.000462457537651062,0
0.091417,-0.8773476288057863,0.018253692741371924,-9.76127298118174,-0.0015898802084848285,0.0006155559094622731,0.004414563067257404,0
0.096516,-0.876286648510769,0.021268093817727637,-9.755345344698428,-0.0001854498405009508,-0.0016364101320505142,-0.0002336223842576146,0
0.10147,-0.8752751333806663,0.02258875481210416,-9.758460846370458,8.904491551220417e-05,0.00015271006850525737,0.0009100674651563168,0
0.106436,-0.8763781992517411,0.014012809476826805,-9.76836030909419,0.001599199022166431,-0.0036541898734867573,0.0028577784541994333,0
0.111485,-0.8821401237793266,0.01981214112206362,-9.753617497992515,-0.0011560223065316677,8.41293076518923e-05,0.00460426602512598,0
0.116416,-0.8774955859091133,0.007535461551483604,-9.757889183962345,0.00013571209274232388,0.00033909548074007034,0.0050213998183608055,0
0.121374,-0.8765983448084443,-0.00015023468373692595,-9.753596455204486,-0.00012003289157291874,0.001281613134779036,0.004367541987448931,0
0.126502,-0.8765983448084443,-0.00015023468373692595,-9.753596455204486,-0.00012003289157291874,0.001281613134779036,0.004367541987448931,0
0.131436,-0.8766423300806433,0.012930803518445463,-9.767554837930202,-0.0015247558476403356,0.0002696182345971465,0.006106696557253599,0
0.136398,-0.8782236809879541,0.00762877270799072,-9.755849202567338,0.00011755452578654513,-0.0027348645962774754,0.006000522989779711,0
0.141373,-0.8782435547322034,0.00877650541292096,-9.753976978954672,0.0008799306815490127,-0.0038214935921132565,0.004032745957374573,0
0.14661,-0.8772828930065035,0.007337602604291169,-9.758937231710552,0.0010170054156333208,-0.002638842212036252,0.002139483345672488,0
